timestamp,down,up,rnti_count,mcs_down,mcs_up,rb_down,rb_up
2019-01-15 22:58:00,20283100,19340517,1335,9.64541815339059,14.743761998812744,0.0032498539907049,0.0003528552834836
2019-01-15 23:00:00,7737659,3158059,3114,11.223775516216334,16.933144344358652,0.0075580822749927,0.0011151096297937
2019-01-15 23:02:00,16170904,18892478,1293,14.71868196303329,14.795830225522236,0.0031446202394152,0.0094129871345804
2019-01-15 23:04:00,1419436,637939,4749,6.76156552425242,4.227784708380176,0.0172995891651084,0.0062823127495715
2019-01-15 23:06:00,2793979,7685387,2828,13.596067738573735,18.394821265509957,0.0136636532925384,0.0043874675379529
2019-01-15 23:08:00,2417957,2699092,1301,5.912671947817049,15.008998541873025,0.0102065013954311,0.0067159405935094
2019-01-15 23:10:00,1999464,11465359,3446,6.426022886756748,8.32160616209947,0.0156457363142754,0.0021237009091134
2019-01-15 23:12:00,1378977,7536188,2355,18.17555015645217,8.996183365343725,0.016171153170787,0.0099103773465494
2019-01-15 23:14:00,19918863,19404698,2590,12.91157185315872,7.076909375454523,0.0084007336987276,0.002752107044998
2019-01-15 23:16:00,25838328,9719098,4871,16.236757823235358,2.24753627871338,0.0044774037129078,0.0050151056682856
2019-01-15 23:18:00,15626456,16125301,2449,16.547945436593128,3.443793419575881,0.0082360119390618,0.0056584654349402
2019-01-15 23:20:00,41246280,3888017,3491,16.407163944056116,8.449177116061545,0.0036038088725405,0.0084316769612785
2019-01-15 23:22:00,31937326,525912,1608,11.092527416229537,17.299998656770224,0.0025943290372925,0.007511238025875
2019-01-15 23:24:00,49256206,7935520,2297,9.505808108693085,15.592426117444832,0.0170088180470219,0.0003782489603151
2019-01-15 23:26:00,18808594,10489694,1251,4.518580563471327,14.633425610098705,0.0189579544469514,0.0065954447359222
2019-01-15 23:28:00,18869726,16651671,4845,13.26747618087894,19.21196044964593,0.0023977211905198,0.0020610109030353
2019-01-15 23:30:00,17259844,5892729,3954,6.2185617674027,10.5675946494673,0.0118670185789823,0.0092093539853618
2019-01-15 23:32:00,11795911,12468149,3348,8.751680345037377,7.115031874911802,0.0168001744707232,0.0081087356759006
2019-01-15 23:34:00,43742514,4986646,1111,7.71136898427922,6.719056649801859,0.0141890801884941,0.0063395457162183
2019-01-15 23:36:00,19419871,6492160,1737,9.337242599677811,13.025524476141328,0.0158798597023262,0.0091549086218541
2019-01-15 23:38:00,27938295,7465805,4233,10.794767535944224,11.497799630903565,0.0182725858313234,0.0013750882333447
